Index	e_above_hull	formation_energy	Sn_fraction
gen-1-182	0.001428	-0.314520	0.500000
gen-1-183	0.016877	-0.340511	0.333333
gen-1-184	0.000527	-0.365628	0.250000
gen-1-185	0.020538	-0.320274	0.400000
gen-1-186	0.009851	-0.347537	0.333333
gen-1-187	0.020948	-0.315720	0.416667
gen-1-188	0.017203	-0.340185	0.333333
gen-1-189	0.019376	-0.240113	0.600000
gen-1-190	0.030107	-0.291650	0.200000
gen-1-191	0.012613	-0.353063	0.300000
gen-1-192	0.026100	-0.320928	0.375000
gen-1-193	0.018300	-0.251846	0.166667
gen-1-194	0.018954	-0.338434	0.333333
gen-1-195	0.015779	-0.206072	0.666667
gen-1-196	0.010287	-0.347101	0.333333
gen-1-197	0.004808	-0.360868	0.300000
gen-1-198	0.015249	-0.275036	0.545455
gen-1-199	0.035738	-0.330417	0.250000
gen-2-0	0.029936	-0.301552	0.437500
gen-2-1	0.012176	0.012176	1.000000
gen-2-2	0.011385	0.011385	1.000000
gen-2-3	0.026125	-0.168840	0.714286
gen-2-4	0.006321	0.006321	1.000000
gen-2-5	0.025239	-0.290709	0.500000
gen-2-6	0.024216	-0.297541	0.200000
gen-2-7	0.003751	-0.171050	0.750000
gen-2-8	0.015669	0.015669	1.000000
gen-2-9	0.019442	-0.321370	0.400000
gen-2-10	0.023308	-0.345831	0.277778
gen-2-11	0.018404	0.018404	1.000000
gen-2-12	0.013047	-0.281658	0.181818
gen-2-13	0.021705	0.021705	1.000000
gen-2-14	0.011478	-0.276241	0.550000
gen-2-15	0.022654	-0.132725	0.777778
gen-2-16	0.011445	0.011445	1.000000
gen-2-17	0.015235	0.015235	1.000000
gen-2-18	0.000981	-0.314967	0.500000
gen-2-19	0.019513	-0.337875	0.333333
gen-2-20	0.022615	0.022615	1.000000
gen-2-21	0.010699	-0.305249	0.500000
gen-2-22	0.002966	-0.318791	0.200000
gen-2-23	0.021787	0.021787	1.000000
gen-2-24	0.014781	-0.321887	0.416667
gen-2-25	0.031022	-0.253560	0.555556
gen-2-26	0.019637	-0.239852	0.600000
gen-2-27	0.039520	-0.329077	0.272727
gen-2-28	0.004400	-0.361756	0.250000
gen-2-29	0.012366	0.012366	1.000000
gen-2-30	0.014327	-0.325984	0.214286
gen-2-31	0.011708	0.011708	1.000000
gen-2-32	0.018582	-0.184449	0.700000
gen-2-33	0.021548	0.021548	1.000000
gen-2-34	0.029857	-0.286091	0.500000
gen-2-35	0.006797	-0.358879	0.300000
gen-2-36	0.006311	0.006311	1.000000
gen-2-37	0.001267	-0.314681	0.500000
gen-2-38	0.021665	-0.223709	0.625000
gen-2-39	0.011760	0.011760	1.000000
gen-2-40	0.026441	-0.295316	0.200000
gen-2-41	0.017078	0.017078	1.000000
gen-2-42	0.015327	0.015327	1.000000
gen-2-43	0.020975	0.020975	1.000000
gen-2-44	0.006423	-0.263723	0.166667
gen-2-45	0.014035	0.014035	1.000000
gen-2-46	0.001081	-0.314867	0.500000
gen-2-47	0.022749	-0.334639	0.333333
gen-2-48	0.023614	0.023614	1.000000
gen-2-49	0.018223	-0.251923	0.166667
gen-2-50	0.014055	-0.343333	0.333333
gen-2-51	0.011134	0.011134	1.000000
gen-2-52	0.025220	-0.326248	0.357143
gen-2-53	0.015312	-0.206538	0.666667
gen-2-54	0.002720	-0.363435	0.250000
gen-2-55	0.015171	0.015171	1.000000
gen-2-56	0.023746	-0.235743	0.600000
gen-2-57	0.022844	-0.346384	0.285714
gen-2-58	0.024637	-0.328607	0.350000
gen-2-59	0.018296	-0.339092	0.333333
gen-2-60	0.022868	0.022868	1.000000
gen-2-61	0.017792	0.017792	1.000000
gen-2-62	0.019061	-0.338327	0.333333
gen-2-63	0.026925	0.026925	1.000000
gen-2-64	0.015249	-0.216305	0.142857
gen-2-65	0.010787	-0.305161	0.500000
gen-2-66	0.017243	-0.242247	0.600000
gen-2-67	0.011690	0.011690	1.000000
gen-2-68	0.019753	-0.321059	0.400000
gen-2-69	0.015282	0.015282	1.000000
gen-2-70	0.005488	-0.216362	0.666667
gen-2-71	0.015632	-0.321036	0.416667
gen-2-72	0.020613	-0.320199	0.400000
gen-2-73	0.025916	-0.195934	0.666667
gen-2-74	0.010905	0.010905	1.000000
gen-2-75	0.017896	-0.184713	0.125000
gen-2-76	0.007850	0.007850	1.000000
gen-2-77	0.001150	-0.314798	0.500000
gen-2-78	0.000482	-0.315466	0.500000
gen-2-79	0.021554	-0.237936	0.600000
gen-2-80	0.032265	-0.314763	0.375000
gen-2-81	0.011718	0.011718	1.000000
gen-2-82	0.010900	-0.346488	0.333333
gen-2-83	0.016699	-0.349456	0.250000
